epoch,step,train_loss,val_loss
0,49,0.27297717332839966,
0,99,0.2008051872253418,
0,149,0.176250159740448,
0,199,0.16373226046562195,
0,249,0.1734359860420227,
0,299,0.16225789487361908,
0,349,0.15298326313495636,
0,399,0.16688983142375946,
0,449,0.1503881812095642,
0,499,0.15279178321361542,
0,549,0.15299850702285767,
0,599,0.14861321449279785,
0,649,0.14621540904045105,
0,699,0.1397934854030609,
0,749,0.1450885385274887,
0,799,0.14894208312034607,
0,849,0.1320587694644928,
0,899,0.1423368602991104,
0,902,,0.14185158908367157
1,949,0.1450018435716629,
1,999,0.1286540925502777,
1,1049,0.1447201669216156,
1,1099,0.12638086080551147,
1,1149,0.13722877204418182,
1,1199,0.13828672468662262,
1,1249,0.14208032190799713,
1,1299,0.13168010115623474,
1,1349,0.13159169256687164,
1,1399,0.1328483372926712,
1,1449,0.12916795909404755,
1,1499,0.13485164940357208,
1,1549,0.13052015006542206,
1,1599,0.1268462836742401,
1,1649,0.1363278180360794,
1,1699,0.13823415338993073,
1,1749,0.12724916636943817,
1,1799,0.12824442982673645,
1,1805,,0.13318133354187012
2,1849,0.13624261319637299,
2,1899,0.14585044980049133,
2,1949,0.13284355401992798,
2,1999,0.13384225964546204,
2,2049,0.13245360553264618,
2,2099,0.12807466089725494,
2,2149,0.12786301970481873,
2,2199,0.1271936446428299,
2,2249,0.1313570737838745,
2,2299,0.12919528782367706,
2,2349,0.1264963448047638,
2,2399,0.13135385513305664,
2,2449,0.1340562105178833,
2,2499,0.1237749382853508,
2,2549,0.12937022745609283,
2,2599,0.12196066230535507,
2,2649,0.1324750930070877,
2,2699,0.1275937259197235,
2,2708,,0.13063320517539978
